[08:07:37] MySQL Database Connected
[12:13:38] 316 GuildEmblems catched 
[12:13:38] 1179 LearnableSpells catched 
[12:13:39] 9780 ItemTemplates catched 
[12:13:39] 4489 Weapons catched 
[12:13:39] 363 ItemSets catched 
[12:13:39] 171 ItemTypes catched 
[12:13:39] 110 ItemPets catched 
[12:13:39] 2476 NpcTemplates catched 
[12:13:39] 787 NpcSpawns catched 
[12:13:39] 94 NpcItems catched 
[12:13:39] 19801 NpcMessages catched 
[12:13:39] 7 NpcReplies catched 
[12:13:40] 353 Triggers catched
[12:13:40] 1277 Paddocks catched
[12:13:40] 72 Mounts catched
[12:13:40] 4 Guild catched
[12:13:40] 3 GuildMembers catched
[12:13:40] 120 Handlers Readed
[12:13:41] 164 Messages Readed
[12:13:41] WorldServer start in 12777 ms.
[12:15:51] MySQL Database Connected
[12:15:51] 16 Breeds catched
[12:15:51] 256 Heads catched
[12:15:51] 561 Effects catched
[12:15:52] 4 SuperAreas catched
[12:15:52] 48 Areas catched
[12:15:53] 334 SubAreas catched
[12:16:01] 11260 DofusMaps catched
[12:16:01] 9761 StatedElements catched
[12:16:01] 13349 InteractiveElements catched
[12:16:01] 1485 HouseInformations catched
[12:16:01] 556 InteractiveDoors catched
[12:16:01] 3614 MapPositions uncatched
[12:16:01] 14681 MapPositions catched
[12:16:01] 42 MapZaaps catched
[12:16:01] 79 MapSubways catched
[12:16:01] 15228 SpellLevels catched 
[12:16:01] 4772 Spells catched 
[12:16:01] 316 GuildEmblems catched 
[12:16:01] 1179 LearnableSpells catched 
[12:16:02] 9780 ItemTemplates catched 
[12:16:02] 4489 Weapons catched 
[12:16:02] 363 ItemSets catched 
[12:16:02] 171 ItemTypes catched 
[12:16:02] 110 ItemPets catched 
[12:16:02] 2476 NpcTemplates catched 
[12:16:02] 787 NpcSpawns catched 
[12:16:02] 94 NpcItems catched 
[12:16:02] 19801 NpcMessages catched 
[12:16:02] 7 NpcReplies catched 
[12:16:03] 353 Triggers catched
[12:16:03] 1277 Paddocks catched
[12:16:03] 72 Mounts catched
[12:16:03] 4 Guild catched
[12:16:03] 3 GuildMembers catched
[12:16:03] 120 Handlers Readed
[12:16:04] 164 Messages Readed
[12:16:04] WorldServer start in 12558 ms.
[12:28:23] MySQL Database Connected
[12:28:23] 16 Breeds catched
[12:28:23] 256 Heads catched
[12:28:23] 561 Effects catched
[12:28:24] 4 SuperAreas catched
[12:28:24] 48 Areas catched
[12:28:25] 334 SubAreas catched
[12:28:33] 11260 DofusMaps catched
[12:28:33] 9761 StatedElements catched
[12:28:33] 13349 InteractiveElements catched
[12:28:33] 1485 HouseInformations catched
[12:28:33] 556 InteractiveDoors catched
[12:28:33] 3614 MapPositions uncatched
[12:28:33] 14681 MapPositions catched
[12:28:33] 42 MapZaaps catched
[12:28:33] 79 MapSubways catched
[12:28:34] 15228 SpellLevels catched 
[12:28:34] 4772 Spells catched 
[12:28:34] 316 GuildEmblems catched 
[12:28:34] 1179 LearnableSpells catched 
[12:28:34] 9780 ItemTemplates catched 
[12:28:34] 4489 Weapons catched 
[12:28:34] 363 ItemSets catched 
[12:28:34] 171 ItemTypes catched 
[12:28:34] 110 ItemPets catched 
[12:28:35] 2476 NpcTemplates catched 
[12:28:35] 787 NpcSpawns catched 
[12:28:35] 94 NpcItems catched 
[12:28:35] 19801 NpcMessages catched 
[12:28:35] 7 NpcReplies catched 
[12:28:35] 353 Triggers catched
[12:28:35] 1277 Paddocks catched
[12:28:35] 72 Mounts catched
[12:28:35] 4 Guild catched
[12:28:35] 3 GuildMembers catched
[12:28:36] 120 Handlers Readed
[12:28:36] 164 Messages Readed
[12:28:36] WorldServer start in 13150 ms.
[12:29:26] MySQL Database Connected
[12:29:26] 16 Breeds catched
[12:29:26] 256 Heads catched
[12:29:26] 561 Effects catched
[12:29:26] 4 SuperAreas catched
[12:29:26] 48 Areas catched
[12:29:27] 334 SubAreas catched
[12:29:34] 11260 DofusMaps catched
[12:29:34] 9761 StatedElements catched
[12:29:35] 13349 InteractiveElements catched
[12:29:35] 1485 HouseInformations catched
[12:29:35] 556 InteractiveDoors catched
[12:29:35] 3614 MapPositions uncatched
[12:29:35] 14681 MapPositions catched
[12:29:35] 42 MapZaaps catched
[12:29:35] 79 MapSubways catched
[12:29:35] 15228 SpellLevels catched 
[12:29:35] 4772 Spells catched 
[12:29:35] 316 GuildEmblems catched 
[12:29:35] 1179 LearnableSpells catched 
[12:29:35] 9780 ItemTemplates catched 
[12:29:35] 4489 Weapons catched 
[12:29:35] 363 ItemSets catched 
[12:29:35] 171 ItemTypes catched 
[12:29:36] 110 ItemPets catched 
[12:29:36] 2476 NpcTemplates catched 
[12:29:36] 787 NpcSpawns catched 
[12:29:36] 94 NpcItems catched 
[12:29:36] 19801 NpcMessages catched 
[12:29:36] 7 NpcReplies catched 
[12:29:36] 353 Triggers catched
[12:29:36] 1277 Paddocks catched
[12:29:36] 72 Mounts catched
[12:29:36] 4 Guild catched
[12:29:36] 3 GuildMembers catched
[12:29:37] 120 Handlers Readed
[12:29:37] 164 Messages Readed
[12:29:37] WorldServer start in 11866 ms.
[12:31:18] MySQL Database Connected
[12:31:18] 16 Breeds catched
[12:31:18] 256 Heads catched
[12:31:18] 561 Effects catched
[12:31:18] 4 SuperAreas catched
[12:31:18] 48 Areas catched
[12:31:19] 334 SubAreas catched
[12:31:27] 11260 DofusMaps catched
[12:31:27] 9761 StatedElements catched
[12:31:28] 13349 InteractiveElements catched
[12:31:28] 1485 HouseInformations catched
[12:31:28] 556 InteractiveDoors catched
[12:31:28] 3614 MapPositions uncatched
[12:31:28] 14681 MapPositions catched
[12:31:28] 42 MapZaaps catched
[12:31:28] 79 MapSubways catched
[12:31:28] 15228 SpellLevels catched 
[12:31:28] 4772 Spells catched 
[12:31:28] 316 GuildEmblems catched 
[12:31:28] 1179 LearnableSpells catched 
[12:31:28] 9780 ItemTemplates catched 
[12:31:28] 4489 Weapons catched 
[12:31:29] 363 ItemSets catched 
[12:31:29] 171 ItemTypes catched 
[12:31:29] 110 ItemPets catched 
[12:31:29] 2476 NpcTemplates catched 
[12:31:29] 787 NpcSpawns catched 
[12:31:29] 94 NpcItems catched 
[12:31:29] 19801 NpcMessages catched 
[12:31:29] 7 NpcReplies catched 
[12:31:29] 353 Triggers catched
[12:31:29] 1277 Paddocks catched
[12:31:30] 72 Mounts catched
[12:31:30] 4 Guild catched
[12:31:30] 3 GuildMembers catched
[12:31:30] 120 Handlers Readed
[12:31:31] 164 Messages Readed
[12:31:31] WorldServer start in 13137 ms.
[12:34:23] MySQL Database Connected
[12:34:23] 16 Breeds catched
[12:34:23] 256 Heads catched
[12:34:23] 561 Effects catched
[12:34:24] 4 SuperAreas catched
[12:34:24] 48 Areas catched
[12:34:25] 334 SubAreas catched
[12:34:32] 11260 DofusMaps catched
[12:34:32] 9761 StatedElements catched
[12:34:32] 13349 InteractiveElements catched
[12:34:32] 1485 HouseInformations catched
[12:34:32] 556 InteractiveDoors catched
[12:34:32] 3614 MapPositions uncatched
[12:34:32] 14681 MapPositions catched
[12:34:32] 42 MapZaaps catched
[12:34:32] 79 MapSubways catched
[12:34:33] 15228 SpellLevels catched 
[12:34:33] 4772 Spells catched 
[12:34:33] 316 GuildEmblems catched 
[12:34:33] 1179 LearnableSpells catched 
[12:34:33] 9780 ItemTemplates catched 
[12:34:33] 4489 Weapons catched 
[12:34:33] 363 ItemSets catched 
[12:34:33] 171 ItemTypes catched 
[12:34:33] 110 ItemPets catched 
[12:34:34] 2476 NpcTemplates catched 
[12:34:34] 787 NpcSpawns catched 
[12:34:34] 94 NpcItems catched 
[12:34:34] 19801 NpcMessages catched 
[12:34:34] 7 NpcReplies catched 
[12:34:34] 353 Triggers catched
[12:34:34] 1277 Paddocks catched
[12:34:34] 72 Mounts catched
[12:34:34] 4 Guild catched
[12:34:34] 3 GuildMembers catched
[12:34:35] 120 Handlers Readed
[12:34:35] 164 Messages Readed
[12:34:35] WorldServer start in 12144 ms.
[12:35:16] MySQL Database Connected
[12:35:16] 16 Breeds catched
[12:35:16] 256 Heads catched
[12:35:16] 561 Effects catched
[12:35:16] 4 SuperAreas catched
[12:35:16] 48 Areas catched
[12:35:17] 334 SubAreas catched
[12:35:24] 11260 DofusMaps catched
[12:35:24] 9761 StatedElements catched
[12:35:24] 13349 InteractiveElements catched
[12:35:24] 1485 HouseInformations catched
[12:35:24] 556 InteractiveDoors catched
[12:35:24] 3614 MapPositions uncatched
[12:35:24] 14681 MapPositions catched
[12:35:24] 42 MapZaaps catched
[12:35:24] 79 MapSubways catched
[12:35:25] 15228 SpellLevels catched 
[12:35:25] 4772 Spells catched 
[12:35:25] 316 GuildEmblems catched 
[12:35:25] 1179 LearnableSpells catched 
[12:35:25] 9780 ItemTemplates catched 
[12:35:25] 4489 Weapons catched 
[12:35:25] 363 ItemSets catched 
[12:35:25] 171 ItemTypes catched 
[12:35:25] 110 ItemPets catched 
[12:35:26] 2476 NpcTemplates catched 
[12:35:26] 787 NpcSpawns catched 
[12:35:26] 94 NpcItems catched 
[12:35:26] 19801 NpcMessages catched 
[12:35:26] 7 NpcReplies catched 
[12:35:26] 353 Triggers catched
[12:35:26] 1277 Paddocks catched
[12:35:26] 72 Mounts catched
[12:35:26] 4 Guild catched
[12:35:26] 3 GuildMembers catched
[12:35:27] 120 Handlers Readed
[12:35:27] 164 Messages Readed
[12:35:27] WorldServer start in 11699 ms.
[12:46:42] MySQL Database Connected
[12:46:42] 16 Breeds catched
[12:46:42] 256 Heads catched
[12:46:42] 561 Effects catched
[12:46:42] 4 SuperAreas catched
[12:46:42] 48 Areas catched
[12:46:43] 334 SubAreas catched
[12:46:51] 11260 DofusMaps catched
[12:46:51] 9761 StatedElements catched
[12:46:51] 13349 InteractiveElements catched
[12:46:51] 1485 HouseInformations catched
[12:46:51] 556 InteractiveDoors catched
[12:46:51] 3614 MapPositions uncatched
[12:46:51] 14681 MapPositions catched
[12:46:51] 42 MapZaaps catched
[12:46:51] 79 MapSubways catched
[12:46:52] 15228 SpellLevels catched 
[12:46:52] 4772 Spells catched 
[12:46:52] 316 GuildEmblems catched 
[12:46:52] 1179 LearnableSpells catched 
[12:46:52] 9780 ItemTemplates catched 
[12:46:52] 4489 Weapons catched 
[12:46:52] 363 ItemSets catched 
[12:46:52] 171 ItemTypes catched 
[12:46:52] 110 ItemPets catched 
[12:46:53] 2476 NpcTemplates catched 
[12:46:53] 787 NpcSpawns catched 
[12:46:53] 94 NpcItems catched 
[12:46:53] 19801 NpcMessages catched 
[12:46:53] 7 NpcReplies catched 
[12:46:53] 353 Triggers catched
[12:46:53] 1277 Paddocks catched
[12:46:53] 72 Mounts catched
[12:46:53] 4 Guild catched
[12:46:53] 3 GuildMembers catched
[12:46:54] 120 Handlers Readed
[12:46:54] 164 Messages Readed
[12:46:54] WorldServer start in 12640 ms.
[13:16:54] MySQL Database Connected
[13:16:54] 16 Breeds catched
[13:16:54] 256 Heads catched
[13:16:54] 561 Effects catched
[13:16:55] 4 SuperAreas catched
[13:16:55] 48 Areas catched
[13:16:56] 334 SubAreas catched
[13:17:04] 11260 DofusMaps catched
[13:17:04] 9761 StatedElements catched
[13:17:04] 13349 InteractiveElements catched
[13:17:04] 1485 HouseInformations catched
[13:17:04] 556 InteractiveDoors catched
[13:17:04] 3614 MapPositions uncatched
[13:17:04] 14681 MapPositions catched
[13:17:04] 42 MapZaaps catched
[13:17:04] 79 MapSubways catched
[13:17:05] 15228 SpellLevels catched 
[13:17:05] 4772 Spells catched 
[13:17:05] 316 GuildEmblems catched 
[13:17:05] 1179 LearnableSpells catched 
[13:17:05] 9780 ItemTemplates catched 
[13:17:05] 4489 Weapons catched 
[13:17:05] 363 ItemSets catched 
[13:17:05] 171 ItemTypes catched 
[13:17:05] 110 ItemPets catched 
[13:17:06] 2476 NpcTemplates catched 
[13:17:06] 787 NpcSpawns catched 
[13:17:06] 94 NpcItems catched 
[13:17:06] 19801 NpcMessages catched 
[13:17:06] 7 NpcReplies catched 
[13:17:06] 353 Triggers catched
[13:17:06] 1277 Paddocks catched
[13:17:06] 72 Mounts catched
[13:17:06] 4 Guild catched
[13:17:06] 3 GuildMembers catched
[13:17:07] 120 Handlers Readed
[13:17:07] 164 Messages Readed
[13:17:07] WorldServer start in 13155 ms.
